"","Customer.ID","Customer.Type","Address","City","State","SUMActualTimeToCompleteInHrs","SUMDelayInResponseTimeInHrs","SUMTicketRevenue","CustomerRecentVisit","SumDiffInConsecutiveCallsInHrs","DistinctJobCodeCounts","DistinctRevCodeCounts","TotCallsOnSunday","TotCallsOnMonday","TotCallsOnTuesday","TotCallsOnWednesday","TotCallsOnThursday","TotCallsOnFriday","TotCallsOnSaturday","CustomerFrequency","AvgActualTimeToCompleteInHrs","AvgDiffInConsecutiveCallsInHrs","AvgDelayInResponseTimeInHrs"
"239","C000239","CustType01","679 Address","FAIRBORN","OH",13.3666666666667,5.15,1120.54,2012-12-08 23:42:00,9680.83333333333,3,2,0,1,2,0,0,1,1,5,2.67333333333333,2420.20833333333,1.03
"240","C000240","CustType01","113 Address","BELLEVILLE","IL",8.23333333333333,5.98333333333333,1334.28,2013-09-26 15:16:00,16679.5,4,2,0,1,1,0,1,2,0,5,1.64666666666667,4169.875,1.19666666666667
"241","C000241","CustType01","711 Address","CLEVELAND","OH",25.8666666666667,9.58333333333333,3419.63,2013-07-09 16:07:00,14712.2,4,2,1,0,1,1,0,0,2,5,5.17333333333333,3678.05,1.91666666666667
"242","C000242","CustType02","840 Address","RICHFIELD","MN",17.2333333333333,6.46666666666667,4094.56,2013-03-07 16:16:00,11734.2833333333,4,2,0,1,1,1,2,0,0,5,3.44666666666667,2933.57083333333,1.29333333333333
"243","C000243","CustType01","1048 Address","FENTON","MO",113.75,3.41666666666667,8019,2013-11-20 12:37:00,17776.85,5,3,1,1,0,1,1,1,0,5,22.75,4444.2125,0.683333333333333
"244","C000244","CustType01","576 Address","KENT","WA",16.1833333333333,1.31666666666667,3253.85,2013-08-12 17:44:00,15436.0833333333,4,1,1,2,0,0,1,1,0,5,3.23666666666667,3859.02083333333,0.263333333333333
"245","C000245","CustType01","765 Address","EDINA","MN",10.0833333333333,2.45,1746.73,2014-01-14 18:24:00,25080.95,3,1,1,1,1,0,1,1,0,5,2.01666666666667,6270.2375,0.49
"246","C000246","CustType03","541 Address","PACIFIC","MO",16.5833333333333,6.06666666666667,2121.5,2014-01-14 15:11:00,18967.5166666667,4,3,1,2,1,0,0,0,1,5,3.31666666666667,4741.87916666667,1.21333333333333
"247","C000247","CustType03","232 Address","CHICAGO","IL",12.75,44.2833333333333,2827.54,2013-11-18 17:00:00,17542.7166666667,3,2,0,1,2,1,0,1,0,5,2.55,4385.67916666667,8.85666666666667
"248","C000248","CustType02","1009 Address","BROOKLYN","OH",13.7833333333333,8.81666666666667,2094.86,2012-06-14 16:39:00,5035.01666666667,5,3,2,0,0,0,2,1,0,5,2.75666666666667,1258.75416666667,1.76333333333333
"249","C000249","CustType02","963 Address","BELLEVUE","KY",28.8,0.433333333333333,2007.14,2012-04-05 12:32:00,3302.53333333333,4,1,1,0,2,0,1,0,1,5,5.76,825.633333333333,0.0866666666666667
"250","C000250","CustType01","737 Address","BIRMINGHAM","AL",15.6666666666667,2.9,3895,2013-03-03 18:49:00,11262.9333333333,3,2,3,0,0,0,1,1,0,5,3.13333333333333,2815.73333333333,0.58
"251","C000251","CustType03","678 Address","MARIETTA","GA",13.1666666666667,2.76666666666667,979.85,2014-01-23 13:40:00,18985.65,5,1,0,0,3,1,0,1,0,5,2.63333333333333,4746.4125,0.553333333333333
"252","C000252","CustType03","35 Address","COLORADO SPRING","CO",10.15,7.53333333333333,1483.5,2013-12-31 13:14:00,18315.9666666667,5,1,0,3,0,1,1,0,0,5,2.03,4578.99166666667,1.50666666666667
"253","C000253","CustType03","868 Address","GOSHEN","OH",4.3,2.15,737.5,2013-12-19 10:50:00,17993.35,1,1,0,0,2,2,1,0,0,5,0.86,4498.3375,0.43
"254","C000254","CustType01","179 Address","CLEVELAND","OH",12.7833333333333,8,1839.23,2012-03-16 19:11:00,5038.73333333333,5,2,0,0,2,0,1,2,0,5,2.55666666666667,1259.68333333333,1.6
"255","C000255","CustType02","262 Address","BIRMINGHAM","AL",10.1166666666667,10.7833333333333,1338.56,2013-08-16 18:40:00,14932.6,4,2,0,0,0,1,1,1,2,5,2.02333333333333,3733.15,2.15666666666667
"256","C000256","CustType01","863 Address","CENTENNIAL","CO",11.45,9.85,1715.7,2013-05-30 15:04:00,13047.8333333333,5,2,0,0,1,0,3,0,1,5,2.29,3261.95833333333,1.97
"257","C000257","CustType02","704 Address","MOUNTAIN VIEW","CA",7.1,13.2,1234.56,2013-01-19 16:39:00,9908.15,4,2,0,0,1,0,1,0,3,5,1.42,2477.0375,2.64
"258","C000258","CustType01","766 Address","LITHONIA","GA",9.28333333333333,18.1666666666667,1419,2013-01-11 14:24:00,9646.38333333333,3,2,0,2,1,1,1,0,0,5,1.85666666666667,2411.59583333333,3.63333333333333
"259","C000259","CustType03","586 Address","PALO ALTO","CA",8.9,8.58333333333333,1529.5,2013-12-30 22:05:00,18142.0833333333,3,2,0,3,1,1,0,0,0,5,1.78,4535.52083333333,1.71666666666667
"260","C000260","CustType01","837 Address","COLORADO SPRING","CO",5.28333333333333,8.61666666666667,570.55,2012-05-02 19:32:00,3556.5,2,2,0,0,2,1,1,0,1,5,1.05666666666667,889.125,1.72333333333333
"261","C000261","CustType01","611 Address","YELLOW SPRINGS","OH",16.0166666666667,3.13333333333333,3110.26,2013-10-13 14:50:00,16169.1666666667,2,1,2,1,0,0,1,1,0,5,3.20333333333333,4042.29166666667,0.626666666666667
"262","C000262","CustType02","156 Address","WEST CARROLLTON","OH",13.4,729.666666666667,2357.13,2013-07-20 20:52:00,14059.6833333333,4,2,1,1,2,0,0,0,1,5,2.68,3514.92083333333,145.933333333333
"263","C000263","CustType01","777 Address","SEATTLE","WA",38.1666666666667,10.1,6033.92,2012-10-23 14:07:00,7540.7,4,2,0,0,3,2,0,0,0,5,7.63333333333333,1885.175,2.02
"264","C000264","CustType01","24 Address","OAK PARK","IL",10.9833333333333,10.8666666666667,2180.75,2013-01-21 15:46:00,9623.91666666667,4,2,1,1,0,0,0,1,2,5,2.19666666666667,2405.97916666667,2.17333333333333
"265","C000265","CustType01","149 Address","FLORISSANT","MO",10.7833333333333,16.6,2374.34,2013-03-18 11:02:00,10949.2833333333,3,2,1,1,2,0,0,0,1,5,2.15666666666667,2737.32083333333,3.32
"266","C000266","CustType02","431 Address","MODESTO","CA",10.0666666666667,0.233333333333333,836.8,2013-05-16 16:23:00,20374.3,4,2,0,0,1,1,2,0,1,5,2.01333333333333,5093.575,0.0466666666666667
"267","C000267","CustType03","488 Address","DAYTON","OH",13.3166666666667,6.65,2279.34,2013-05-09 23:58:00,12057.85,4,1,0,0,0,2,2,0,1,5,2.66333333333333,3014.4625,1.33
"268","C000268","CustType01","301 Address","WILMETTE","IL",10.05,0.3,1864.81,2013-12-14 09:48:00,17118.85,2,1,0,3,0,0,0,1,1,5,2.01,4279.7125,0.06
"269","C000269","CustType03","287 Address","REDMOND","WA",30.7833333333333,52.8333333333333,3566.07,2013-04-11 21:07:00,11140.6666666667,2,1,0,0,1,1,2,1,0,5,6.15666666666667,2785.16666666667,10.5666666666667
"270","C000270","CustType01","872 Address","FLORISSANT","MO",19.2333333333333,4.05,1597.56,2012-09-26 09:29:00,6382.35,5,2,0,1,2,2,0,0,0,5,3.84666666666667,1595.5875,0.81
"271","C000271","CustType03","859 Address","DUBLIN","OH",35.3333333333333,9.26666666666667,3597.13,2013-01-22 17:42:00,8967.08333333333,4,3,1,0,1,1,0,1,1,5,7.06666666666667,2241.77083333333,1.85333333333333
"272","C000272","CustType01","375 Address","BIRMINGHAM","AL",17.5166666666667,7.55,2227.84,2013-03-27 12:26:00,10459.55,4,2,1,3,0,1,0,0,0,5,3.50333333333333,2614.8875,1.51
"273","C000273","CustType01","753 Address","ATLANTA","GA",11.7,12.4333333333333,2175.5,2013-01-05 12:21:00,8493.58333333333,4,2,1,2,0,1,0,1,0,5,2.34,2123.39583333333,2.48666666666667
"274","C000274","CustType02","66 Address","NEW STANTON","PA",14.1833333333333,1.63333333333333,1967,2013-11-26 10:21:00,16251.8,2,2,0,2,1,2,0,0,0,5,2.83666666666667,4062.95,0.326666666666667
"275","C000275","CustType02","524 Address","CHICAGO","IL",26.95,8.56666666666667,2788.74,2014-01-29 16:10:00,17733.5833333333,3,2,0,0,0,2,0,0,3,5,5.39,4433.39583333333,1.71333333333333
"276","C000276","CustType01","523 Address","MINNEAPOLIS","MN",13.4,2.56666666666667,1607,2013-05-13 19:34:00,11336.6333333333,4,2,0,2,1,0,0,1,1,5,2.68,2834.15833333333,0.513333333333333
"277","C000277","CustType03","831 Address","NORCROSS","GA",2.41666666666667,19.1666666666667,1861.61,2013-10-15 14:59:00,15026.6833333333,4,2,0,2,1,1,0,1,0,5,0.483333333333333,3756.67083333333,3.83333333333333
"278","C000278","CustType01","890 Address","AUSTELL","GA",6.46666666666667,13.55,595,2013-03-26 12:29:00,10169.2333333333,1,1,0,0,2,0,1,1,1,5,1.29333333333333,2542.30833333333,2.71
"279","C000279","CustType02","65 Address","RICHMOND HEIGHT","MO",6.05,0.933333333333333,1124.28,2014-01-11 10:34:00,17083.9833333333,3,2,2,0,0,1,0,2,0,5,1.21,4270.99583333333,0.186666666666667
"280","C000280","CustType01","529 Address","AUBURN","WA",40.2,1.53333333333333,4737.8,2013-05-07 13:51:00,11066.7,3,1,1,3,1,0,0,0,0,5,8.04,2766.675,0.306666666666667
"281","C000281","CustType03","62 Address","DENVER","CO",12.35,1.65,2613.75,2013-12-17 13:16:00,16268.0333333333,3,2,0,0,1,1,2,1,0,5,2.47,4067.00833333333,0.33
"282","C000282","CustType01","285 Address","SAN MATEO","CA",10.15,1.75,1760,2014-01-24 13:34:00,17105.55,4,2,0,1,2,0,0,1,1,5,2.03,4276.3875,0.35
"283","C000282","CustType02","993 Address","CHEEKTOWAGA","NY",2.65,0.15,226.2,2012-06-14 15:55:00,0,1,1,0,0,0,0,1,0,0,1,2.65,0,0.15
"284","C000283","CustType01","978 Address","COLLEGE PARK","GA",7.35,3.28333333333333,657,2013-10-30 11:21:00,14933.7333333333,5,2,0,1,3,1,0,0,0,5,1.47,3733.43333333333,0.656666666666667
"285","C000284","CustType02","892 Address","UNIVERSITY CITY","MO",109971.25,9.65,12406,2012-07-24 09:34:00,3645.33333333333,4,3,0,0,0,2,1,1,1,5,21994.25,911.333333333333,1.93
"286","C000285","CustType03","136 Address","KANSAS CITY","MO",12.4833333333333,6.11666666666667,1078.11,2013-01-22 09:38:00,7495.71666666667,2,1,0,1,0,0,3,1,0,5,2.49666666666667,1873.92916666667,1.22333333333333
"287","C000286","CustType01","934 Address","COLUMBUS","OH",19.6833333333333,0.5,1640.15,2013-01-13 14:36:00,7862.7,4,2,0,2,1,0,1,1,0,5,3.93666666666667,1965.675,0.1
"288","C000287","CustType03","237 Address","SAINT LOUIS","MO",19.8333333333333,16.9333333333333,4231.5,2013-05-11 20:59:00,10730.1166666667,2,1,2,0,0,0,1,0,3,6,3.30555555555556,2146.02333333333,2.82222222222222
"289","C000288","CustType01","1002 Address","BALLWIN","MO",10.8,0,908.2,2013-12-26 10:00:00,16122.6,3,1,0,1,2,1,0,1,0,5,2.16,4030.65,0
"290","C000289","CustType03","966 Address","STRONGSVILLE","OH",11.2,14.0666666666667,772.98,2013-07-18 18:37:00,12287.3833333333,2,1,0,0,0,1,3,1,0,5,2.24,3071.84583333333,2.81333333333333
"291","C000290","CustType03","245 Address","BOULDER","CO",15.9166666666667,15.95,3509.27,2013-11-02 11:27:00,14781.2666666667,1,1,1,0,0,0,3,0,1,5,3.18333333333333,3695.31666666667,3.19
"292","C000291","CustType01","943 Address","CINCINNATI","OH",10.5833333333333,13.3166666666667,1350.08,2013-11-14 19:44:00,15097.55,5,1,1,0,0,1,1,2,0,5,2.11666666666667,3774.3875,2.66333333333333
"293","C000292","CustType02","178 Address","FLORISSANT","MO",14.2166666666667,23.3666666666667,1147.82,2012-11-01 18:44:00,5870.68333333333,3,1,3,0,2,0,0,0,0,5,2.84333333333333,1467.67083333333,4.67333333333333
"294","C000293","CustType01","107 Address","MARYLAND HEIGHT","MO",10.7166666666667,19.3,1151.87,2013-12-26 16:25:00,15959.15,5,3,0,1,2,2,0,0,0,5,2.14333333333333,3989.7875,3.86
"295","C000294","CustType01","201 Address","BENSENVILLE","IL",11.0333333333333,12.6666666666667,1900,2013-09-09 15:30:00,13365.1833333333,4,2,0,2,0,0,1,1,1,5,2.20666666666667,3341.29583333333,2.53333333333333
"296","C000295","CustType01","471 Address","BIRMINGHAM","AL",9.03333333333333,3.5,1367.25,2013-11-18 14:29:00,14953.9333333333,5,2,0,3,0,1,0,1,0,5,1.80666666666667,3738.48333333333,0.7
"297","C000296","CustType03","832 Address","CINCINNATI","OH",12.8,2.58333333333333,860.98,2013-03-12 10:45:00,18529.2,2,3,0,2,0,2,0,1,0,5,2.56,4632.3,0.516666666666667
"298","C000297","CustType02","588 Address","CINCINNATI","OH",19.6333333333333,9.23333333333333,2242.48,2013-07-22 14:31:00,12001.5833333333,5,1,0,1,1,0,2,1,0,5,3.92666666666667,3000.39583333333,1.84666666666667
"299","C000298","CustType01","495 Address","CHICAGO","IL",14.6333333333333,12.2666666666667,1727.9,2013-10-22 17:30:00,14136.2333333333,4,2,0,1,1,1,0,1,1,5,2.92666666666667,3534.05833333333,2.45333333333333
"300","C000299","CustType02","661 Address","VILLA RICA","GA",9.65,10.1333333333333,2275,2014-01-13 15:57:00,16051.3166666667,2,2,0,2,1,0,1,0,0,4,2.4125,5350.43888888889,2.53333333333333
"301","C000300","CustType03","444 Address","ATLANTA","GA",11,8.71666666666667,2445.23,2012-11-12 07:47:00,5615.11666666667,4,3,1,1,1,0,0,1,1,5,2.2,1403.77916666667,1.74333333333333
"302","C000301","CustType03","352 Address","COLUMBUS","OH",6.46666666666667,5.58333333333333,1307.34,2012-12-20 15:43:00,6595.63333333333,4,2,0,0,1,2,2,0,0,5,1.29333333333333,1648.90833333333,1.11666666666667
"303","C000302","CustType01","986 Address","KANSAS CITY","MO",13.4333333333333,9.66666666666667,1573.82,2013-10-01 14:01:00,13396.3,3,3,0,2,0,1,1,1,0,5,2.68666666666667,3349.075,1.93333333333333
"304","C000303","CustType03","870 Address","CRYSTAL","MN",16.5333333333333,11.8333333333333,2358.79,2013-03-26 16:52:00,8833.33333333333,2,1,0,1,0,1,3,0,0,5,3.30666666666667,2208.33333333333,2.36666666666667
"305","C000304","CustType03","537 Address","AUBURN","WA",224.966666666667,8.41666666666667,7008.93,2013-01-14 09:42:00,7126.7,4,2,0,1,2,1,0,1,0,5,44.9933333333333,1781.675,1.68333333333333
"306","C000305","CustType03","1051 Address","SEATTLE","WA",10.7,2.8,2397.24,2013-04-01 15:12:00,15764.25,3,2,0,1,1,1,1,1,0,5,2.14,3941.0625,0.56
"307","C000306","CustType01","578 Address","DENVER","CO",15.5666666666667,0.383333333333333,2814.33,2013-05-24 15:37:00,10225.3833333333,3,1,0,1,2,0,0,1,1,5,3.11333333333333,2556.34583333333,0.0766666666666667
"308","C000307","CustType03","983 Address","HEBRON","KY",-101.266666666667,2.95,2070.89,2013-01-09 18:34:00,6916.96666666667,4,3,0,1,2,2,0,0,0,5,-20.2533333333333,1729.24166666667,0.59
"309","C000308","CustType02","597 Address","DECATUR","GA",7.5,3.73333333333333,2136,2012-05-12 12:02:00,1075.88333333333,5,2,0,0,0,2,0,1,2,5,1.5,268.970833333333,0.746666666666667
"310","C000309","CustType01","76 Address","ALABASTER","AL",11.6666666666667,1.18333333333333,1567.39,2012-10-12 23:33:00,4662.31666666667,3,1,1,0,1,0,0,2,1,5,2.33333333333333,1165.57916666667,0.236666666666667
"311","C000310","CustType03","894 Address","FLORENCE","KY",11.55,8.65,1956.93,2014-02-03 13:50:00,15938.7666666667,4,1,1,1,1,0,1,0,1,5,2.31,3984.69166666667,1.73
"312","C000311","CustType02","538 Address","SAINT LOUIS","MO",6.13333333333333,3.38333333333333,670,2012-12-31 09:03:00,6068.46666666667,1,1,1,1,0,1,0,1,1,5,1.22666666666667,1517.11666666667,0.676666666666667
"313","C000312","CustType01","1034 Address","JONESBORO","GA",19.85,0.983333333333333,2569,2014-01-24 12:36:00,15292.4666666667,3,3,0,0,0,2,3,0,0,5,3.97,3823.11666666667,0.196666666666667
"314","C000313","CustType01","151 Address","MANCHESTER","MO",8.13333333333333,15.85,1186.72,2013-05-28 12:40:00,16434.2,3,2,0,0,1,1,3,0,0,5,1.62666666666667,4108.55,3.17
"315","C000314","CustType03","269 Address","CAROL STREAM","IL",15.75,2.75,2675.92,2013-10-31 14:23:00,13262.95,3,2,0,1,0,0,3,1,0,5,3.15,3315.7375,0.55
"316","C000315","CustType01","395 Address","AURORA","IL",19.7833333333333,1.5,1764.55,2012-05-23 13:16:00,626.1,3,1,0,0,1,1,0,2,1,5,3.95666666666667,156.525,0.3
"317","C000316","CustType01","599 Address","VALPARAISO","IN",8.5,3.96666666666667,2095,2013-12-18 19:40:00,14333.3666666667,2,2,0,2,0,1,0,0,2,5,1.7,3583.34166666667,0.793333333333333
"318","C000317","CustType01","18 Address","COLORADO SPRING","CO",9.71666666666667,1.78333333333333,1023.75,2013-07-04 10:18:00,22052.3166666667,1,1,1,0,2,1,1,0,0,5,1.94333333333333,5513.07916666667,0.356666666666667
"319","C000318","CustType01","566 Address","ARNOLD","MO",7.65,2.61666666666667,877.3,2013-12-07 11:41:00,13937.8666666667,3,2,0,0,0,1,0,3,1,5,1.53,3484.46666666667,0.523333333333333
"320","C000319","CustType01","42 Address","COKER","AL",7.91666666666667,8.71666666666667,712.07,2013-07-26 16:46:00,10465.2333333333,4,2,0,0,1,3,0,1,0,5,1.58333333333333,2616.30833333333,1.74333333333333
"321","C000320","CustType03","668 Address","DENVER","CO",8.85,3.6,1320.02,2013-06-12 20:54:00,9344.31666666667,3,2,0,0,1,2,0,1,1,5,1.77,2336.07916666667,0.72
"322","C000321","CustType01","177 Address","SPRINGFIELD","OH",108969.1,1.53333333333333,8428,2012-10-25 13:41:00,3666.55,4,2,0,2,2,1,0,0,0,5,21793.82,916.6375,0.306666666666667
"323","C000322","CustType01","615 Address","NAPERVILLE","IL",11.9333333333333,3.58333333333333,2279.35,2012-12-13 18:25:00,4671.6,4,1,1,0,0,1,2,1,0,5,2.38666666666667,1167.9,0.716666666666667
"324","C000323","CustType01","608 Address","BIRMINGHAM","AL",17.95,2.06666666666667,1556.55,2013-11-01 13:22:00,12379.6,3,2,1,2,0,0,0,1,1,5,3.59,3094.9,0.413333333333333
"325","C000324","CustType01","1028 Address","KANSAS CITY","MO",9.4,9.18333333333333,2752.22,2013-12-19 17:24:00,13494.55,2,2,0,2,1,1,1,0,0,5,1.88,3373.6375,1.83666666666667
"326","C000325","CustType02","489 Address","CINCINNATI","OH",12.4166666666667,1.03333333333333,1974.6,2012-12-11 20:39:00,4560.68333333333,2,2,0,1,1,0,0,2,1,5,2.48333333333333,1140.17083333333,0.206666666666667
"327","C000326","CustType03","716 Address","KANSAS CITY","KS",9.76666666666667,1.68333333333333,1275.91,2014-01-15 17:01:00,13996.6333333333,4,2,0,2,1,1,1,0,0,5,1.95333333333333,3499.15833333333,0.336666666666667
"328","C000327","CustType03","500 Address","AUBURN","WA",5.78333333333333,7.85,892.62,2012-10-25 15:20:00,3142.13333333333,4,2,0,0,1,2,1,1,0,5,1.15666666666667,785.533333333333,1.57
"329","C000328","CustType02","834 Address","SAINT PETERS","MO",9.11666666666667,4.53333333333333,1319.2,2013-01-06 17:27:00,4890.48333333333,3,1,2,0,0,0,2,0,1,5,1.82333333333333,1222.62083333333,0.906666666666667
"330","C000329","CustType03","129 Address","SUNNYVALE","CA",16.2166666666667,0.483333333333333,3049.22,2012-12-07 08:21:00,4052.7,3,2,0,1,0,2,1,1,0,5,3.24333333333333,1013.175,0.0966666666666667
"331","C000330","CustType01","408 Address","EDMONDS","WA",11.5666666666667,1.81666666666667,3652.89,2014-01-09 11:49:00,13462.4166666667,4,2,2,2,0,1,0,0,0,5,2.31333333333333,3365.60416666667,0.363333333333333
"332","C000331","CustType01","921 Address","UNIVERSITY CITY","MO",-37.6333333333333,2.28333333333333,1174.82,2013-04-06 15:48:00,6793.38333333333,3,1,0,1,0,1,2,0,1,5,-7.52666666666667,1698.34583333333,0.456666666666667
"333","C000332","CustType03","705 Address","PALO ALTO","CA",4,2.66666666666667,1009.48,2013-02-06 14:26:00,5329.93333333333,2,1,0,1,0,2,0,2,0,5,0.8,1332.48333333333,0.533333333333333
"334","C000333","CustType03","616 Address","BURLINGAME","CA",7.65,0.15,1750,2013-12-18 07:04:00,12581.5833333333,2,1,0,1,1,1,2,0,0,5,1.53,3145.39583333333,0.03
"335","C000334","CustType01","302 Address","MINNEAPOLIS","MN",9.35,3.93333333333333,1698.76,2013-09-09 13:06:00,10064.4166666667,4,2,2,2,0,0,1,0,0,5,1.87,2516.10416666667,0.786666666666667
"336","C000335","CustType03","862 Address","AURORA","CO",18.9166666666667,3.06666666666667,2916,2013-12-27 12:52:00,12691.95,4,3,0,1,2,1,0,1,0,5,3.78333333333333,3172.9875,0.613333333333333
"337","C000336","CustType01","849 Address","INDIANAPOLIS","IN",12.1833333333333,1.65,1690.7,2013-09-04 16:38:00,9665.95,4,2,0,1,0,0,1,1,2,5,2.43666666666667,2416.4875,0.33
"338","C000337","CustType01","1025 Address","KIRKWOOD","MO",8.53333333333333,4.31666666666667,1145.9,2013-09-29 19:28:00,10228.2833333333,3,1,2,1,0,0,1,0,1,5,1.70666666666667,2557.07083333333,0.863333333333333
"339","C000338","CustType01","1046 Address","LAKE ELMO","MN",12.5166666666667,5.48333333333333,2285.24,2013-08-07 17:48:00,8809.73333333333,5,2,0,0,3,1,0,0,1,5,2.50333333333333,2202.43333333333,1.09666666666667
"340","C000339","CustType03","770 Address","SEATTLE","WA",253.216666666667,8.28333333333333,5273.51,2014-01-25 13:23:00,12817.0833333333,7,3,0,1,1,1,2,5,2,12,21.1013888888889,1165.18939393939,0.690277777777778
"341","C000340","CustType02","413 Address","CINCINNATI","OH",7.4,4.05,1729.44,2013-08-22 20:06:00,8975.23333333333,3,2,1,1,1,0,1,0,1,5,1.48,2243.80833333333,0.81
"342","C000341","CustType02","585 Address","KANSAS CITY","MO",10.5166666666667,0.266666666666667,819.75,2013-11-14 10:22:00,10918.05,3,1,0,2,0,0,2,0,1,5,2.10333333333333,2729.5125,0.0533333333333333
"343","C000342","CustType01","987 Address","OLYMPIA","WA",8.3,0.766666666666667,1174.07,2013-03-14 15:09:00,4755.13333333333,4,2,0,2,1,0,2,0,0,5,1.66,1188.78333333333,0.153333333333333
"344","C000343","CustType01","821 Address","REDWOOD CITY","CA",14.4333333333333,1.53333333333333,2131.72,2014-01-27 13:14:00,12422.4833333333,3,1,0,2,0,2,0,0,1,5,2.88666666666667,3105.62083333333,0.306666666666667
"345","C000344","CustType03","635 Address","BELMONT","CA",18.9,0.0333333333333333,14609.9,2013-02-16 09:40:00,3911.4,4,3,1,0,1,1,1,1,0,5,3.78,977.85,0.00666666666666667
"346","C000345","CustType01","235 Address","OLATHE","KS",10.75,1.25,881,2013-12-31 16:45:00,11612.4,5,2,2,2,0,0,1,0,0,5,2.15,2903.1,0.25
"347","C000346","CustType01","494 Address","CINCINNATI","OH",9,2.35,1021,2013-11-21 13:24:00,22651.4166666667,3,1,0,1,0,0,1,1,2,5,1.8,5662.85416666667,0.47
"348","C000347","CustType01","307 Address","MINNEAPOLIS","MN",10.4666666666667,2.55,1745.22,2014-01-02 13:09:00,11620.9166666667,3,2,0,1,2,2,0,0,0,5,2.09333333333333,2905.22916666667,0.51
"349","C000348","CustType02","568 Address","BOULDER","CO",11.4333333333333,8.2,1542.5,2014-01-02 14:20:00,11637.0833333333,4,1,1,1,1,1,1,0,0,5,2.28666666666667,2909.27083333333,1.64
"350","C000349","CustType02","514 Address","COLLINSVILLE","IL",10.0166666666667,14.4333333333333,1371.25,2013-06-17 17:47:00,6821.23333333333,3,1,0,2,1,0,1,1,0,5,2.00333333333333,1705.30833333333,2.88666666666667
"351","C000350","CustType03","1054 Address","MOKENA","IL",17.5666666666667,6.06666666666667,5723.75,2013-07-31 11:52:00,12877.6666666667,3,3,0,1,1,1,1,1,0,5,3.51333333333333,3219.41666666667,1.21333333333333
"352","C000351","CustType01","19 Address","EVANSTON","IL",15.4333333333333,2.31666666666667,2038.98,2014-02-03 12:03:00,12341.0333333333,5,2,1,0,2,0,1,0,1,5,3.08666666666667,3085.25833333333,0.463333333333333
"353","C000352","CustType03","809 Address","DEER PARK/HMLTN","OH",12.1166666666667,11.8666666666667,1941.6,2013-12-29 20:17:00,11284.0333333333,3,2,1,0,1,0,1,0,2,5,2.42333333333333,2821.00833333333,2.37333333333333
"354","C000353","CustType01","1030 Address","SPRINGFIELD","OH",11.55,4.03333333333333,1130.61,2013-05-10 09:50:00,5634.21666666667,4,2,0,1,0,2,1,1,0,5,2.31,1408.55416666667,0.806666666666667
"355","C000354","CustType01","288 Address","BIRMINGHAM","AL",44.4333333333333,2.8,2669.26,2013-07-08 16:43:00,6529.53333333333,4,2,2,0,0,0,0,1,2,5,8.88666666666667,1632.38333333333,0.56
"356","C000355","CustType03","332 Address","ATLANTA","GA",7.96666666666667,9.16666666666667,1364.07,2013-10-10 14:44:00,9119.38333333333,4,1,1,1,1,1,1,0,0,5,1.59333333333333,2279.84583333333,1.83333333333333
"357","C000356","CustType03","446 Address","MENLO PARK","CA",15.5166666666667,3.7,4533.5,2013-11-01 11:50:00,9569.98333333333,3,2,0,0,3,0,2,0,0,5,3.10333333333333,2392.49583333333,0.74
"358","C000357","CustType03","602 Address","COLUMBUS","OH",6.4,13.1,1282.19,2013-08-13 12:06:00,7391.41666666667,4,2,0,2,3,0,0,0,0,5,1.28,1847.85416666667,2.62
"359","C000358","CustType03","266 Address","BELLEVUE","WA",172.216666666667,0.0833333333333333,3991.28,2013-04-15 10:54:00,4500.93333333333,2,1,0,1,3,0,0,1,0,5,34.4433333333333,1125.23333333333,0.0166666666666667
"360","C000359","CustType01","847 Address","MASON","OH",17.5666666666667,2.5,2836.84,2013-11-09 12:17:00,9377.13333333333,5,2,1,3,0,0,0,0,1,5,3.51333333333333,2344.28333333333,0.5
"361","C000360","CustType03","803 Address","COLUMBUS","OH",14.4,10.4,2805,2014-01-30 20:36:00,11305.05,2,1,0,0,3,0,1,0,1,5,2.88,2826.2625,2.08
"362","C000361","CustType01","239 Address","SEATTLE","WA",17.3833333333333,1.85,3321.95,2013-12-27 10:37:00,10488.5,3,2,0,2,1,1,0,1,0,5,3.47666666666667,2622.125,0.37
"363","C000362","CustType02","551 Address","ATLANTA","GA",23.8833333333333,1.11666666666667,2771.42,2013-01-18 18:28:00,15672.65,4,1,0,1,1,3,0,0,0,5,4.77666666666667,3918.1625,0.223333333333333
"364","C000363","CustType02","89 Address","BAINBRIDGE IS","WA",37.4666666666667,2.61666666666667,1659.4,2012-11-20 15:28:00,673.233333333333,5,2,0,0,0,1,0,4,0,5,7.49333333333333,168.308333333333,0.523333333333333
"365","C000364","CustType01","738 Address","SEATTLE","WA",10.85,4.3,3027.62,2012-11-27 09:58:00,908.166666666667,3,2,1,3,0,0,0,1,0,5,2.17,227.041666666667,0.86
"366","C000365","CustType03","476 Address","COLUMBUS","OH",10.7833333333333,1.71666666666667,1726.43,2013-10-21 15:04:00,8668.06666666667,4,2,0,2,2,0,1,0,0,5,2.15666666666667,2167.01666666667,0.343333333333333
"367","C000366","CustType03","542 Address","HOFFMAN ESTATES","IL",14.4666666666667,37.6666666666667,3422.61,2013-03-25 14:57:00,3559.91666666667,4,3,0,1,0,0,1,3,0,5,2.89333333333333,889.979166666667,7.53333333333333
